account_number,transaction_datetime,transaction_amount,post_date,merchant_number,merchant_description,merchant_info,merchant_state,merchant_category_code,transaction_number
20759,02262021 10:47:59,39.84,2272021,469000000000000,CENTRAL MARKET,DALLAS,New Mexico,5411,25
20759,03272021 09:57:09,6.48,3292021,469000000000000,CENTRAL MARKET,DALLAS,New Mexico,5411,71
20759,02272021 11:58:27,75.06,3012021,469000000000000,CENTRAL MARKET,DALLAS,New Mexico,5411,27
20759,03222021 09:59:35,8.1,3232021,469000000000000,CENTRAL MARKET,DALLAS,New Mexico,5411,60
20759,03082021 11:45:43,8.1,3092021,469000000000000,CENTRAL MARKET,DALLAS,New Mexico,5411,40
20759,03062021 11:08:38,8.1,3082021,469000000000000,CENTRAL MARKET,DALLAS,New Mexico,5411,37
20759,03072021 11:05:29,8.64,3082021,469000000000000,CENTRAL MARKET,DALLAS,New Mexico,5411,38
31488,03122021 12:42:38,16.67,3132021,471000000000000,METROPOLITAN LUMBER,NEW YORK,Texas,5099,1
25770,03312021 10:42:55,41.26,4012021,471000000000000,CHEVRON,CARLSBAD,New Jersey,5542,54
16068,04022021 07:30:06,2.14,4032021,476000000000000,MCDONALD'S,JACKSONVILLE,New York,5814,8
16068,04022021 07:29:10,2.36,4052021,476000000000000,MCDONALD'S,JACKSONVILLE,New York,5814,7
31593,03302021 09:02:41,53.05,3312021,483000000000000,EXXONMOBIL,HOUSTON,Kansas,5542,9
25770,04072021 15:28:04,79.02,4092021,485000000000000,GEN KOREAN BBQ TEMPE,TEMPE,New Jersey,5812,82
21795,04022021 07:13:54,13.36,4032021,489000000000000,MCDONALD'S,SPRING HILL,Massachusetts,5814,2
25770,04072021 10:37:21,24.02,4082021,491000000000000,DUNKIN,PHOENIX,New Jersey,5814,79
25770,04092021 09:57:57,24.85,4102021,491000000000000,DUNKIN,PHOENIX,New Jersey,5814,93
32628,02262021 11:43:28,7.22,3012021,491000000000000,Taco Bell,HOUSTON,California,5814,31
30808,03272021 16:06:30,5.01,3292021,499000000000000,RED HOUSE,SANTA FE,Rhode Island,5993,9
15041,03302021 14:55:56,53.37,4012021,502000000000000,ALDI,CROFTON,Alaska,5411,4
31593,03232021 14:18:39,50,3252021,504000000000000,RITESTOP,HOUSTON,Kansas,5542,7
22782,04012021 11:38:36,7.73,4022021,505000000000000,MCDONALD'S,PLANT CITY,Massachusetts,5814,5
31452,03282021 09:37:34,12.1,3302021,505000000000000,MCDONALD'S,PEARLAND,Tennessee,5814,53
31452,03012021 19:12:03,8.87,3022021,505000000000000,MCDONALD'S,PEARLAND,Tennessee,5814,28
31452,03012021 11:28:48,8.87,3022021,505000000000000,MCDONALD'S,PEARLAND,Tennessee,5814,27
25643,01022021 10:02:02,4.85,1042021,505000000000000,MCDONALD'S,PEARLAND,Illinois,5814,2
20598,04042021 19:09:21,4.81,4062021,505000000000000,MCDONALD'S,GAINESVILLE,Pennsylvania,5814,1
37466,01202021 19:18:15,25.98,1222021,510000000000000,KIRAN'S RESTAURANT,HOUSTON,Ohio,5812,30
31094,01202021 20:31:45,38.48,1222021,510000000000000,KIRAN'S RESTAURANT,HOUSTON,New Jersey,5812,34
26856,01292021 17:04:43,12.86,2012021,510000000000000,HARVEST NATURAL MARKET,SPRING,Wisconsin,5411,5
32628,01082021 17:30:13,27.66,1112021,510000000000000,HARVEST NATURAL MARKET,SPRING,California,5411,15
26856,01242021 08:34:18,3.48,1252021,510000000000000,HARVEST NATURAL MARKET,SPRING,Wisconsin,5411,3
30808,03312021 13:05:33,19.52,4022021,510000000000000,CG CORRIGAN,PLACITAS,Rhode Island,5999,15
30808,03242021 12:25:37,30.36,3262021,510000000000000,CG CORRIGAN,PLACITAS,Rhode Island,5999,6
30808,03282021 17:31:42,39.04,3302021,510000000000000,CG CORRIGAN,PLACITAS,Rhode Island,5999,11
30808,03302021 10:51:37,44.89,4012021,510000000000000,CG CORRIGAN,PLACITAS,Rhode Island,5999,12
30808,03202021 11:50:11,7.59,3222021,510000000000000,CG CORRIGAN,PLACITAS,Rhode Island,5999,3
33717,02152021 10:49:54,27.13,2152021,513000000000000,ANTIQUES ON HIGH,COLUMBUS,California,5812,14
31094,02042021 12:39:01,18.59,2062021,513000000000000,RIM TANON,HOUSTON,New Jersey,5812,57
37466,03012021 11:55:37,18.69,3032021,513000000000000,RIM TANON,HOUSTON,Ohio,5812,102
31094,03012021 11:55:10,18.7,3032021,513000000000000,RIM TANON,HOUSTON,New Jersey,5812,88
37466,02042021 12:38:36,18.7,2062021,513000000000000,RIM TANON,HOUSTON,Ohio,5812,53
37466,02102021 11:24:16,21.4,2122021,513000000000000,RIM TANON,HOUSTON,Ohio,5812,64
31094,02102021 11:23:44,21.41,2122021,513000000000000,RIM TANON,HOUSTON,New Jersey,5812,67
31094,02052021 11:55:46,21.81,2082021,513000000000000,RIM TANON,HOUSTON,New Jersey,5812,58
31094,03232021 10:31:51,24.61,3252021,513000000000000,RIM TANON,HOUSTON,New Jersey,5812,112
37466,03232021 10:31:22,25.11,3252021,513000000000000,RIM TANON,HOUSTON,Ohio,5812,145
31094,03112021 12:48:35,25.65,3132021,513000000000000,RIM TANON,HOUSTON,New Jersey,5812,101
37466,03112021 12:47:59,25.65,3132021,513000000000000,RIM TANON,HOUSTON,Ohio,5812,124
43991,03192021 09:43:57,49.96,3222021,513000000000000,MARGHERITA.S,BRIGHTON,Michigan,5812,29
53111,03192021 09:43:57,49.96,3222021,513000000000000,MARGHERITA.S,HAMILTON,Ohio,5812,29
14281,03192021 09:43:57,49.96,3222021,513000000000000,MARGHERITA.S,HOBOKEN,Texas,5812,9
11111,03192021 09:43:57,49.96,3222021,513000000000000,MARGHERITA.S,HOUSTON,Texas,5812,29
25770,03292021 16:40:44,27.91,3312021,517000000000000,GONZO RAMEN,OCEANSIDE,New Jersey,5812,44
25770,03292021 16:45:12,3.23,3312021,517000000000000,GONZO RAMEN,OCEANSIDE,New Jersey,5812,45
25770,03292021 16:36:39,15.09,3312021,517000000000000,STRAWBERRY SHACK,CARLSBAD,New Jersey,5499,43
32628,01052021 06:54:37,22.08,1062021,517000000000000,EXXONMOBIL,SPRING,California,5542,5
30881,04012021 14:42:28,36.79,4032021,518000000000000,COOLS LIQUOR,DALLAS,New Jersey,5921,19
32922,02202021 13:18:48,78,2222021,518000000000000,MIMI NAILCARE,SCOTTSDALE,New Jersey,7230,11
33717,03012021 12:27:46,119.3,3032021,518000000000000,ARAYA SUSHI ASIAN GRIL,NAPLES,California,5812,39
18054,03042021 10:50:04,90.93,3062021,518000000000000,Bulwark Exterminati,877-428-5927,South Dakota,7342,26
33653,04032021 18:25:59,39.27,4052021,518000000000000,KOREA HOUSE,CONCORD,Rhode Island,5812,14
14829,03142021 16:27:59,38.95,3162021,518000000000000,JUNIORS RESTAURANT,BROOKLYN,Texas,5812,21
33717,03152021 16:37:01,7.75,3172021,520000000000000,WHIT.S FROZEN CUSTARD,MANSFIELD,California,5441,80
33717,04082021 15:00:09,8.25,4102021,520000000000000,WHIT.S FROZEN CUSTARD,MANSFIELD,California,5441,112
31452,02092021 15:18:13,8.87,2112021,520000000000000,SMALLCAKES PEARLAND PA,HOUSTON,Tennessee,5441,14
32628,01032021 12:55:07,20,1052021,520000000000000,VENETIAN NAIL SPA-SPRI,SPRING,California,7230,1
25770,04082021 14:01:00,6.77,4102021,520000000000000,ONE STOP NUTRITION,PHOENIX,New Jersey,5812,88
37466,03072021 17:03:41,31.96,3102021,520000000000000,OSAKA JAPANESE - WESTH,HOUSTON,Ohio,5812,116
31094,01042021 12:23:49,10.7,1052021,520000000000000,SOUTHSIDE ESPRESSO LLC,HOUSTON,New Jersey,5812,2
18054,03202021 13:28:59,6,3222021,520000000000000,GALVESTON SEAWALL PARK,409-797-5137,South Dakota,7523,33
38206,03252021 16:55:32,30.05,3262021,520000000000000,JOSE PEPPERS AT THE LE,KANSAS CITY,Alaska,5812,5
32922,02222021 12:35:48,32.69,2242021,523000000000000,HARVEY.S WINEBURGER,PHOENIX,New Jersey,5812,12
37226,01192021 12:10:51,32.69,1212021,523000000000000,HARVEY.S WINEBURGER,PHOENIX,New York,5812,18
37226,03152021 12:15:33,7.38,3172021,525000000000000,SPROUTS FARMERS MARK,SCOTTSDALE,New York,5411,68
30881,04062021 11:58:15,10,4082021,526000000000000,METRO EXPRESS CARWASH,DALLAS,New Jersey,7542,21
30881,02012021 10:23:53,7,2032021,526000000000000,METRO EXPRESS CARWASH,DALLAS,New Jersey,7542,6
31938,01202021 13:46:16,6.2,1212021,527000000000000,Etsy.com - GoldenDotLa,BROOKLYN,Michigan,5699,6
14829,02032021 16:06:21,348.4,2052021,527000000000000,STADIUM GOODS NY,NEW YORK,Texas,5661,3
27486,04072021 04:24:28,8.99,4072021,527000000000000,Netflix.com,LOS GATOS,Oregon,4899,13
38829,03062021 18:55:21,92,3082021,527000000000000,NikePOS_US,CYPRESS,Ohio,5655,93
38829,03142021 08:46:37,16.23,3162021,527000000000000,STEAM PURCHASE,BELLEVUE,Ohio,5816,107
19485,04012021 08:23:35,2.88,4032021,527000000000000,STEAM PURCHASE,BELLEVUE,California,5816,23
19485,01312021 10:06:51,21.64,2022021,527000000000000,STEAM PURCHASE,BELLEVUE,California,5816,12
19485,01312021 10:07:16,21.64,2022021,527000000000000,STEAM PURCHASE,BELLEVUE,California,5816,13
38829,02012021 10:25:09,24.35,2032021,527000000000000,STEAM PURCHASE,BELLEVUE,Ohio,5816,43
26995,04092021 21:18:35,45,4102021,527000000000000,FBPAY AmericanCancer,fb.com/cc,New York,8398,18
26955,03312021 14:57:45,307.07,4012021,527000000000000,Reverb.com,1-888-726-2728,Florida,5733,1
37466,01232021 17:08:07,59.54,1262021,527000000000000,ConverseUS,BOSTON,Ohio,5691,37
28226,03232021 18:01:04,5.41,3242021,527000000000000,DollarShaveClubUS,MARINA D REY,Pennsylvania,5968,64
32628,02112021 12:12:40,10,2122021,527000000000000,EWCRIVEROAKS HOU0017,HOUSTON,California,7298,22
15482,01282021 20:50:04,56.38,1292021,527000000000000,rocketcinematexas.com,SAN FRANCISCO,Kansas,8999,4
39184,03292021 16:27:12,0.08,3302021,527000000000000,BCF Donation Uplift,718-480-7500,California,8398,2
25770,03312021 19:01:10,29.51,4012021,527000000000000,Subway,480-460-2066,New Jersey,5814,58
32307,04032021 12:03:52,8.55,4052021,527000000000000,Subway,BILOXI,California,5814,4
26995,03312021 12:38:48,13.06,4012021,527000000000000,Subway,CORINTH,New York,5814,6
30340,03302021 17:41:03,21.44,3312021,527000000000000,Roku Product Purchase,816-272-8107,Hawaii,5815,2
46762,02192021 09:55:25,10.9,2202021,527000000000000,BURGER KING,434-951-5499,Alaska,8299,1
54992,02192021 09:55:25,100.9,2202021,527000000000000,Taco Bell,434-951-5499,Maryland,8299,1
22222,02192021 09:55:25,1009.9,2202021,527000000000000,CFA Institute,434-951-5499,California,8299,1
54722,02192021 09:55:25,1009.9,2202021,527000000000000,CFA Institute,434-951-5499,California,8299,1
43991,02192021 09:55:25,1009.9,2202021,527000000000000,CFA Institute,434-951-5499,Michigan,8299,1
44891,02192021 09:55:25,1009.9,2202021,527000000000000,CFA Institute,434-951-5499,New Jersey,8299,1
33555,02192021 09:55:25,1009.9,2202021,527000000000000,CFA Institute,434-951-5499,New York,8299,1
53111,02192021 09:55:25,1009.9,2202021,527000000000000,CFA Institute,434-951-5499,Ohio,8299,1
53222,02192021 09:55:25,1009.9,2202021,527000000000000,CFA Institute,434-951-5499,Ohio,8299,1
38829,02192021 09:55:25,1009.9,2202021,527000000000000,CFA Institute,434-951-5499,Ohio,8299,65
54999,02192021 09:55:25,1009.9,2202021,527000000000000,CFA Institute,434-951-5499,Pennsylvania,8299,1
54891,02192021 09:55:25,1009.9,2202021,527000000000000,CFA Institute,434-951-5499,South Dakota,8299,1
11111,02192021 09:55:25,1009.9,2202021,527000000000000,CFA Institute,434-951-5499,Texas,8299,1
37222,02192021 09:55:25,1009.9,2202021,527000000000000,SHELL OIL,434-951-5499,California,8299,1
33333,02192021 09:55:25,1009.9,2202021,527000000000000,McDonalds,434-951-5499,New York,8299,1
54566,02192021 09:55:25,7.9,2202021,527000000000000,Starbucks,434-951-5499,Illinois,8299,1
37226,01142021 14:45:37,31.54,1152021,527000000000000,NESPRESSO USA INC,NEW YORK CITY,New York,5499,9
29042,03062021 09:08:24,25.2,3082021,527000000000000,Subway,Katy,Oregon,5814,1
24029,03232021 12:33:59,8.12,3242021,527000000000000,LEGOLAND Discovery Cen,Grapevine,California,7922,9
33452,04072021 09:17:42,15.31,4082021,527000000000000,Subway,CHULA VISTA,New Jersey,5814,11
33452,04092021 10:02:20,16.27,4102021,527000000000000,Subway,CHULA VISTA,New Jersey,5814,15
33452,04062021 10:30:15,17.33,4072021,527000000000000,Subway,CHULA VISTA,New Jersey,5814,9
26995,04062021 13:21:36,21.84,4072021,527000000000000,Vera Bradley 0086,METAIRIE,New York,5631,14
19862,04022021 10:25:50,8.98,4032021,527000000000000,Subway,Wilmington,California,5814,2
32307,03292021 16:23:54,16.53,3312021,527000000000000,Taco Bell,GULFPORT,California,5814,1
32307,03312021 08:46:49,9.38,4022021,527000000000000,Taco Bell,GULFPORT,California,5814,2
14829,02072021 18:13:14,17.42,2092021,530000000000000,EL NUEVO BOHIO 2,BRONX,Texas,5814,7
37466,03062021 19:05:03,65.17,3082021,531000000000000,GOOD TIMES CAFE,HOUSTON,Ohio,5814,112
32240,04032021 15:58:47,23.58,4052021,531000000000000,PHO THAIBINH,DESOTO,New Jersey,5814,1
30881,01292021 11:03:24,8.65,2012021,531000000000000,ROYAL BLUE GROCERY HP,DALLAS,New Jersey,5411,3
25423,04022021 18:40:10,35.55,4052021,531000000000000,JOE VERAS MEXICAN FIES,PROVO,New York,5812,2
30881,01282021 11:01:10,151.54,1302021,532000000000000,NOT JUST SOCCER (NEW),DALLAS,New Jersey,5941,2
30881,02032021 10:39:07,48.7,2052021,532000000000000,NOT JUST SOCCER (NEW),DALLAS,New Jersey,5941,7
30881,02052021 10:44:28,67.12,2082021,532000000000000,NOT JUST SOCCER (NEW),DALLAS,New Jersey,5941,8
28382,04012021 15:05:39,184.18,4022021,534000000000000,H MART - BURLINGTON,BURLINGTON,Arizona,5411,4
20908,04042021 15:14:46,10.88,4052021,534000000000000,IT S ABOUT GEORGIA,ATLANTA,New Jersey,5947,9
33653,03212021 11:53:36,19.52,3232021,535000000000000,ANHS KITCHEN,HERCULES,Rhode Island,5812,2
31452,03282021 16:50:31,19.45,3302021,535000000000000,BOILING PHO,PEARLAND,Tennessee,5812,55
29833,04052021 13:02:17,8.33,4072021,535000000000000,SAIGON CORNER,SACRAMENTO,New York,5499,4
37466,01202021 11:46:09,10.72,1222021,535000000000000,DUO COFFEE & PILATES,HOUSTON,Ohio,5812,29
31094,01022021 14:03:56,8,1042021,535000000000000,PEARWOOD SKATE CENTER,PEARLAND,New Jersey,7996,1
31094,02202021 14:25:39,8,2222021,535000000000000,PEARWOOD SKATE CENTER,PEARLAND,New Jersey,7996,75
28226,03122021 13:19:37,50,3152021,535000000000000,VISIBLE CHANGES MEMORI,HOUSTON,Pennsylvania,7230,49
37466,01222021 11:29:48,42.65,1252021,535000000000000,THAI SPICE RESTAURANT,HOUSTON,Ohio,5812,32
37466,03182021 17:54:31,22.08,3202021,535000000000000,SPICY GIRL,HOUSTON,Ohio,5812,138
37466,04052021 18:26:53,23.39,4072021,535000000000000,SPICY GIRL,HOUSTON,Ohio,5812,159
37466,01112021 18:38:07,26.73,1142021,535000000000000,SPICY GIRL,HOUSTON,Ohio,5812,15
37466,03032021 17:51:56,27.28,3082021,535000000000000,SPICY GIRL,HOUSTON,Ohio,5812,107
37466,02132021 19:54:32,27.28,2162021,535000000000000,SPICY GIRL,HOUSTON,Ohio,5812,77
37466,02242021 19:00:11,28.58,2262021,535000000000000,SPICY GIRL,HOUSTON,Ohio,5812,94
28226,03142021 09:35:23,6.77,3162021,535000000000000,BISTRO THAI,HOUSTON,Pennsylvania,5812,55
26603,03302021 12:58:45,12.3,3312021,542000000000000,MCDONALD'S,SANTA CLARA,New York,5814,37
26603,03132021 13:06:26,12.84,3152021,542000000000000,MCDONALD'S,SANTA CLARA,New York,5814,21
26603,03152021 19:53:47,7.17,3162021,542000000000000,MCDONALD'S,SANTA CLARA,New York,5814,25
29833,04012021 15:47:32,17.79,4022021,543000000000000,BEL AIR,SACRAMENTO,New York,5411,2
29833,04042021 16:43:32,20.61,4052021,543000000000000,BEL AIR,SACRAMENTO,New York,5411,3
25770,03232021 07:24:19,6.47,3242021,543000000000000,DEL TACO,PHOENIX,New Jersey,5814,17
36717,02192021 18:02:26,25.27,2202021,543000000000000,BURGER TEX,PEARLAND,Illinois,5812,18
21777,04072021 16:59:35,38.31,4082021,543000000000000,VIVA CHICKEN UTAH,SAINT GEORGE,New Jersey,5812,2
19855,04062021 11:20:51,3.99,4072021,543000000000000,GORDITAS DONA LULA,HARLINGEN,New York,5812,2
17079,02132021 17:46:31,64.05,2152021,543000000000000,PUESTO SANTA CLARA,SANTA CLARA,New Jersey,5812,4
28382,04012021 16:06:14,16.85,4022021,543000000000000,SHOVEL SHOP SPIRITS,NORTH EASTON,Arizona,5921,6
53111,01172021 18:23:48,69.99,1182021,543000000000000,JUAN JAIME S TACOS,NEW YORK,New York,5812,16
43991,01172021 18:23:48,69.99,1182021,543000000000000,JUAN JAIME S TACOS,NEW YORK,New York,5812,16
37226,01172021 18:23:48,69.99,1182021,543000000000000,JUAN JAIME S TACOS,SCOTTSDALE,New York,5812,16
11111,01172021 18:23:48,69.99,1182021,543000000000000,JUAN JAIME S TACOS,TAMPA,Florida,5812,25
15041,04022021 11:39:54,2.25,4032021,543000000000000,GIFT SHOP 4NJ18,PENNSGROVE,Alaska,5947,6
39330,03312021 20:31:55,41.44,4012021,543000000000000,ARRIBA MEXICAN GRILL 0,PHOENIX,California,5812,1
26263,04032021 07:15:47,35.69,4052021,543000000000000,SPEEDWAY,BEAVERCREEK,Georgia,5541,2
32764,04022021 08:31:38,150,4032021,543000000000000,SPEEDWAY,CARMEL,Louisiana,5541,1
21248,03272021 17:06:19,21.71,3292021,543000000000000,PIGGLY WIGGLY 88,SUMTER,New York,5411,4
37500,03282021 16:24:17,23.32,3292021,543000000000000,BLAZE PIZZA - TOWSON -,TOWSON,Pennsylvania,5812,2
21152,03282021 10:28:01,19.18,3292021,543000000000000,FIRST WATCH,BIRMINGHAM,New Jersey,5812,3
32922,02242021 07:29:18,18.74,2252021,543000000000000,FIRST WATCH,SCOTTSDALE,New Jersey,5812,14
37226,02252021 10:02:40,41.94,2262021,543000000000000,FIRST WATCH,SCOTTSDALE,New York,5812,55
36717,02202021 07:23:27,39.82,2222021,543000000000000,FIRST WATCH,PEARLAND,Illinois,5812,19
24029,04072021 11:34:30,30.11,4082021,543000000000000,FIRST WATCH,PROSPER,California,5812,18
37226,02062021 15:31:32,9.72,2082021,543000000000000,COFFEE BEAN&TEA LEAF #,SCOTTSDALE,New York,5814,37
22965,04032021 14:07:08,123.45,4052021,543000000000000,UNCL GIUSEPPE S PRT WA,PORT WASHINGT,New York,5411,7
16068,03312021 08:39:15,16.11,4012021,543000000000000,SMOKE AND MORE,JACKSONVILLE,New York,5993,3
14889,04062021 07:31:52,75,4082021,544000000000000,SPEEDY CASH,888-333-1360,Hawaii,6051,1
22965,03062021 13:22:17,5.3,3082021,545000000000000,SEED TO TABLE,NAPLES,New York,5411,1
18230,03202021 20:13:08,11.03,3222021,545000000000000,MCDONALD'S,WOODSTOCK,Wisconsin,5814,3
28440,04032021 18:55:58,10.91,4052021,545000000000000,Taco Bell,AMERICAN FORK,Illinois,5814,8
25770,04072021 16:43:12,32.75,4092021,546000000000000,PORTILLOS HOT DOGS #35,TEMPE,New Jersey,5814,86
19485,01152021 15:10:35,155.08,1162021,547000000000000,Etsy.com,BROOKLYN,California,5699,3
25770,03292021 19:00:23,28.13,3302021,549000000000000,RITE AID 05621,CARLSBAD,New Jersey,5912,47
25770,04082021 11:55:38,19.54,4092021,550000000000000,MCDONALD'S,PHOENIX,New Jersey,5814,87
38829,01162021 11:22:26,27,1182021,550000000000000,LITTLE TOKYO,PASADENA,Ohio,5812,15
38829,03272021 10:28:26,28,3292021,550000000000000,LITTLE TOKYO,PASADENA,Ohio,5812,123
38829,03072021 11:44:17,30,3092021,550000000000000,LITTLE TOKYO,PASADENA,Ohio,5812,94
31094,04092021 06:28:17,21.41,4102021,551000000000000,CHEVRON,HOUSTON,New Jersey,5542,131
33717,02082021 10:16:17,25,2092021,554000000000000,The Suisse Shop Bakery,COLUMBUS,California,5462,2
33945,02142021 14:19:06,13.33,2162021,554000000000000,AMICI GELATO & CAFFE,ASBURY PARK,Ohio,5814,10
16456,02062021 11:33:59,50.78,2082021,554000000000000,SAL'S PIZZA RESTAURANT,DALLAS,Maryland,5812,1
22965,04012021 13:20:04,150,4022021,556000000000000,FLIRT SPA AND BROW BAR,MANHASSET,New York,7298,5
22965,04092021 15:02:04,28.58,4102021,556000000000000,FLIRT SPA AND BROW BAR,MANHASSET,New York,7298,11
31094,02062021 15:38:13,5,2082021,556000000000000,HOUSTON GALLERIA,HOUSTON,New Jersey,7523,60
33717,03202021 14:38:08,116.1,3222021,556000000000000,UPAINT COLUMBUS LLC,COLUMBUS,California,7999,88
34454,02092021 11:47:20,27.06,2102021,556000000000000,RIDLEY S VACUUM CO,HOUSTON,Texas,7349,4
37466,01302021 20:35:17,19.91,2012021,562000000000000,THE MARKET AT TELLUR,TELLURIDE,Ohio,5411,48
32407,03182021 14:19:53,40,3192021,562000000000000,BP#2093359PATERSON QPS,PATERSON,Colorado,5541,3
25643,01042021 11:49:06,7.83,1062021,564000000000000,CHICK-FIL-A,CHICAGO,Illinois,5814,7
25643,01152021 14:34:03,8.11,1182021,564000000000000,CHICK-FIL-A,CHICAGO,Illinois,5814,25
25643,01072021 13:38:32,8.11,1092021,564000000000000,CHICK-FIL-A,CHICAGO,Illinois,5814,11
25643,03252021 11:17:10,9.62,3272021,564000000000000,CHICK-FIL-A,CHICAGO,Illinois,5814,60
30881,01302021 11:55:15,29.19,2012021,564000000000000,CHICK-FIL-A,DALLAS,New Jersey,5814,4
18230,03202021 09:43:16,13.42,3222021,564000000000000,CHICK-FIL-A,DALTON,Wisconsin,5814,2
36717,02122021 15:17:26,13.35,2152021,565000000000000,CHICK-FIL-A,PEARLAND,Illinois,5814,9
31452,03092021 18:27:03,30,3112021,565000000000000,CHICK-FIL-A,PEARLAND,Tennessee,5814,37
26856,01222021 12:39:31,22.58,1252021,566000000000000,CHICK-FIL-A,SPRING,Wisconsin,5814,2
32628,04062021 06:42:08,7.93,4082021,566000000000000,CHICK-FIL-A,HOUSTON,California,5814,48
31593,04072021 11:10:50,22.28,4092021,566000000000000,CHICK-FIL-A,HOUSTON,Kansas,5814,24
27348,04062021 11:45:31,46.97,4082021,566000000000000,CHICK-FIL-A,COLUMBUS,New Mexico,5814,4
25643,01022021 13:28:03,7.67,1042021,566000000000000,CHICK-FIL-A,PEARLAND,Illinois,5814,3
21795,04062021 11:02:28,6.01,4082021,566000000000000,CHICK-FIL-A,SPRING HILL,Massachusetts,5814,4
26603,04052021 15:48:26,13.84,4072021,567000000000000,CHICK-FIL-A,SANTA CLARA,New York,5814,45
13868,04022021 06:55:16,9.6,4032021,572000000000000,MCDONALD'S,LEXINGTON,Indiana,5814,5
25643,01122021 22:21:39,16.22,1132021,573000000000000,NORTON *NP268867398,NORTON.COM/NS,Illinois,5734,23
20759,03242021 10:52:39,62.76,3252021,586000000000000,TOTAL WINE & MORE 5,DALLAS,New Mexico,5921,63
21455,04072021 08:34:35,7.8,4082021,591000000000000,NAGI DELI CORP,BRONX,Pennsylvania,5499,4
18054,02062021 16:22:18,160.79,2082021,596000000000000,DESI BROTHERS- SUGERLA,SUGAR LAND,South Dakota,5411,17
28226,03172021 05:57:15,10.35,3182021,599000000000000,CHEVRON,HOUSTON,Pennsylvania,5542,56
28226,03182021 06:13:18,32.67,3192021,599000000000000,CHEVRON,HOUSTON,Pennsylvania,5542,59
28226,02252021 07:13:00,35.14,2262021,599000000000000,CHEVRON,HOUSTON,Pennsylvania,5542,27
28226,03232021 06:14:08,40.98,3242021,599000000000000,CHEVRON,HOUSTON,Pennsylvania,5542,61
28226,03032021 06:20:25,62.15,3042021,599000000000000,CHEVRON,HOUSTON,Pennsylvania,5542,32
28226,04062021 16:16:08,64.33,4072021,599000000000000,CHEVRON,HOUSTON,Pennsylvania,5542,75
23427,03292021 11:22:44,89,3312021,610000000000000,APPLIED BANK PROCESSIN,WILMINGTON,Wisconsin,6012,1
20759,03082021 11:57:04,61.61,3092021,619000000000000,MURPHY EXPRESS 8929,DALLAS,New Mexico,5542,41
37226,02052021 08:41:10,2.33,2062021,620000000000000,CHEVRON,SCOTTSDALE,New York,5541,36
25643,03162021 18:41:55,2.48,3172021,620000000000000,TEXACO,PEARLAND,Illinois,5541,58
25643,01232021 18:59:47,4.32,1252021,620000000000000,TEXACO,PEARLAND,Illinois,5541,34
39184,03292021 16:43:38,10,3302021,620000000000000,CHEVRON,AUSTELL,California,5541,3
18054,03232021 12:52:53,13.39,3242021,622000000000000,DD/BR,KATY,South Dakota,5814,36
18054,03262021 17:24:58,16.64,3272021,622000000000000,DD/BR,KATY,South Dakota,5814,40
18054,03232021 12:53:48,2.18,3242021,622000000000000,DD/BR,KATY,South Dakota,5814,37
18054,04012021 19:06:34,9.69,4022021,622000000000000,DD/BR,KATY,South Dakota,5814,45
38829,03072021 13:15:38,6,3082021,622000000000000,CARISMA WASH,HOUSTON,Ohio,7542,95
38829,04042021 13:01:50,6,4052021,622000000000000,CARISMA WASH,HOUSTON,Ohio,7542,135
21152,04092021 11:19:43,9.19,4102021,630000000000000,CULVERS OF JUPITER,JUPITER,New Jersey,5814,8
26603,03112021 13:24:58,10.34,3122021,637000000000000,MCDONALD'S,SUNNYVALE,New York,5814,18
26603,04012021 11:59:51,13.92,4022021,637000000000000,MCDONALD'S,SUNNYVALE,New York,5814,39
33717,02082021 10:20:31,2.45,2102021,642000000000000,Starbucks,COLUMBUS,California,5814,3
31094,01112021 18:53:55,11.14,1132021,644000000000000,CIRCLE K,PEARLAND,New Jersey,5542,17
31094,02082021 07:28:19,25.14,2102021,646000000000000,CIRCLE K,HOUSTON,New Jersey,5542,61
53222,01122021 09:25:52,1.49,1122021,650000000000000,COINMACH,ASHLAND,Ohio,7211,14
53222,01122021 09:25:52,1.49,1122021,650000000000000,COINMACH,ASHLAND,Ohio,7211,7
54891,01122021 09:25:52,1.49,1122021,650000000000000,COINMACH,BALTIMORE,Maryland,7211,7
44891,01122021 09:25:52,1.49,1122021,650000000000000,COINMACH,BRIDGEPORT,New Jersey,7211,14
44891,01122021 09:25:52,1.49,1122021,650000000000000,COINMACH,BRIDGEPORT,New Jersey,7211,7
43991,01122021 09:25:52,1.49,1122021,650000000000000,COINMACH,BRIGHTON,Michigan,7211,7
43991,01122021 09:25:52,1.49,1122021,650000000000000,COINMACH,BRIGHTON,Michigan,7211,11
53111,01122021 09:25:52,1.49,1122021,650000000000000,COINMACH,HAMILTON,Ohio,7211,7
53111,01122021 09:25:52,1.49,1122021,650000000000000,COINMACH,HAMILTON,Ohio,7211,11
38829,01122021 09:25:52,1.49,1122021,650000000000000,COINMACH,HOUSTON,Ohio,7211,7
38829,01122021 09:25:52,1.49,1122021,650000000000000,COINMACH,HOUSTON,Ohio,7211,8
38829,12282020 10:23:11,1.49,12282020,650000000000000,COINMACH,HOUSTON,Ohio,7211,150
38829,01272021 09:34:44,1.49,1272021,650000000000000,COINMACH,HOUSTON,Ohio,7211,36
